TimePeriod,GeoType,GeoID,GeoRank,Geography,Asian alone (percent),Black alone (percent),Hispanic alone (percent),Non-white (percent),Total population,White alone (percent)
2014-18,NTA2010,4735,8,Stuyvesant Heights,3.3,64.0,17.2,87.3,"69,260",12.7
2014-18,NTA2010,4737,8,Park Slope-Gowanus,7.6,4.5,15.8,33.1,"74,731",66.9
2014-18,NTA2010,4738,8,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11.8,20.3,19.1,55.5,"45,607",44.5
2014-18,NTA2010,4740,8,Windsor Terrace,10.1,3.9,13.8,31.3,"22,832",68.7
2014-18,NTA2010,4741,8,Kensington-Ocean Parkway,24.3,5.7,16.8,52.2,"35,510",47.8
2014-18,NTA2010,4742,8,Flatbush,10.1,44.0,18.7,76.0,"106,883",24.0
2014-18,NTA2010,4743,8,Midwood,11.8,4.6,7.6,26.4,"54,637",73.6
2014-18,NTA2010,4744,8,Madison,22.5,2.7,8.9,37.3,"40,958",62.7
2014-18,NTA2010,4745,8,Georgetown-Marine Park-Bergen Beach-Mill Basin,9.0,12.9,10.2,33.8,"47,726",66.2
2014-18,NTA2010,4746,8,Ocean Parkway South,4.1,1.2,8.0,16.5,"20,684",83.5
2014-18,NTA2010,4750,8,Canarsie,2.9,83.7,7.1,95.3,"88,522",4.7
2014-18,NTA2010,4758,8,Flatlands,4.9,67.7,9.4,84.0,"72,186",16.0
2014-18,NTA2010,4760,8,Prospect Lefferts Gardens-Wingate,2.3,68.4,9.6,83.0,"69,111",17.0
2014-18,NTA2010,4761,8,Crown Heights North,3.0,64.8,12.4,83.2,"109,987",16.8
2014-18,NTA2010,4763,8,Crown Heights South,1.2,57.2,6.2,67.2,"40,451",32.8
2014-18,NTA2010,4764,8,Prospect Heights,7.9,24.6,10.1,49.2,"21,237",50.8
2014-18,NTA2010,4768,8,Fort Greene,9.2,36.5,17.2,68.8,"32,193",31.2
2014-18,NTA2010,4769,8,Clinton Hill,6.4,33.5,11.4,55.2,"38,930",44.8
2014-18,NTA2010,4772,8,Williamsburg,0.5,4.4,8.9,14.3,"34,373",85.7
2014-18,NTA2010,4773,8,North Side-South Side,7.0,3.0,32.5,45.7,"57,036",54.3
2014-18,NTA2010,4775,8,Bedford,3.2,36.6,20.6,62.2,"77,847",37.8
2014-18,NTA2010,4776,8,Greenpoint,4.9,3.0,14.2,25.7,"33,918",74.3
2014-18,NTA2010,4777,8,Bushwick North,6.5,10.0,62.1,80.9,"57,051",19.1
2014-18,NTA2010,4778,8,Bushwick South,4.1,24.9,50.0,81.2,"72,925",18.8
2014-18,NTA2010,4779,8,Ocean Hill,1.4,70.8,21.0,94.3,"35,818",5.7
2014-18,NTA2010,4781,8,Brownsville,1.6,72.9,23.0,99.0,"52,174",1.0
2014-18,NTA2010,4782,8,East New York,2.4,64.8,28.9,98.1,"96,755",1.9
2014-18,NTA2010,4783,8,Cypress Hills-City Line,8.0,25.2,60.8,96.8,"49,063",3.2
2014-18,NTA2010,4785,8,East New York (Pennsylvania Ave),0.9,72.3,23.1,98.3,"29,063",1.7
2014-18,NTA2010,4788,8,Borough Park,12.9,1.0,8.6,23.3,"102,494",76.7
2014-18,NTA2010,4790,8,East Williamsburg,15.0,8.4,29.4,55.7,"36,038",44.3
2014-18,NTA2010,4791,8,East Flatbush-Farragut,1.8,87.9,6.4,97.9,"51,922",2.1
2014-18,NTA2010,4793,8,Starrett City,2.1,58.8,18.4,80.8,"12,956",19.2
2014-18,NTA2010,4795,8,Erasmus,1.4,81.4,8.7,93.6,"28,689",6.4
2014-18,NTA2010,4796,8,Rugby-Remsen Village,0.8,88.1,8.0,98.6,"54,666",1.4
2014-18,NTA2010,6101,8,Marble Hill-Inwood,2.6,7.4,71.5,83.2,"52,922",16.8
2014-18,NTA2010,6103,8,Central Harlem North-Polo Grounds,2.1,58.7,25.8,89.9,"86,117",10.1
2014-18,NTA2010,6104,8,Hamilton Heights,3.4,25.8,48.3,81.8,"52,700",18.2
2014-18,NTA2010,6106,8,Manhattanville,5.4,29.2,52.5,88.9,"23,673",11.1
2014-18,NTA2010,6109,8,Morningside Heights,15.5,13.8,23.2,55.6,"53,094",44.4
2014-18,NTA2010,6111,8,Central Harlem South,5.7,49.6,20.5,79.0,"51,064",21.0
2014-18,NTA2010,6112,8,Upper West Side,7.3,5.9,16.6,32.7,"132,455",67.3
2014-18,NTA2010,6113,8,Hudson Yards-Chelsea-Flatiron-Union Square,15.6,5.3,13.9,37.6,"76,863",62.4
2014-18,NTA2010,6114,8,Lincoln Square,13.0,4.2,10.4,30.6,"62,685",69.4
2014-18,NTA2010,6115,8,Clinton,17.5,5.5,21.1,47.2,"49,758",52.8
2014-18,NTA2010,6117,8,Midtown-Midtown South,20.8,4.5,9.8,38.5,"27,875",61.5
2014-18,NTA2010,6119,8,Turtle Bay-East Midtown,16.2,1.4,4.9,24.9,"50,180",75.1
2014-18,NTA2010,6120,8,Murray Hill-Kips Bay,19.8,4.6,9.2,37.5,"47,775",62.5
2014-18,NTA2010,6121,8,Gramercy,15.4,3.9,7.7,29.4,"26,928",70.6
2014-18,NTA2010,6122,8,East Village,13.7,6.7,12.4,35.1,"42,529",64.9
2014-18,NTA2010,6123,8,West Village,8.5,2.1,6.0,20.0,"66,258",80.0
2014-18,NTA2010,6124,8,SoHo-TriBeCa-Civic Center-Little Italy,21.5,2.2,6.3,33.8,"42,698",66.2
2014-18,NTA2010,6125,8,Battery Park City-Lower Manhattan,19.9,2.4,7.4,33.5,"45,680",66.5
2014-18,NTA2010,6127,8,Chinatown,57.7,5.3,15.2,81.7,"44,062",18.3
2014-18,NTA2010,6128,8,Lower East Side,23.6,11.4,39.4,76.7,"68,404",23.3
2014-18,NTA2010,6131,8,Lenox Hill-Roosevelt Island,13.5,3.2,10.7,30.0,"81,559",70.0
2014-18,NTA2010,6132,8,Yorkville,9.4,2.5,10.7,25.0,"78,241",75.0
2014-18,NTA2010,6133,8,East Harlem South,11.1,23.4,44.0,80.3,"59,869",19.7
2014-18,NTA2010,6134,8,East Harlem North,4.5,37.5,47.7,92.2,"62,810",7.8
2014-18,NTA2010,6135,8,Washington Heights North,2.7,4.3,64.3,73.2,"73,052",26.8
2014-18,NTA2010,6136,8,Washington Heights South,3.6,10.2,70.8,86.1,"93,663",13.9
2014-18,NTA2010,6140,8,Upper East Side-Carnegie Hill,6.5,0.7,6.7,16.7,"55,649",83.3
2014-18,NTA2010,6150,8,Stuyvesant Town-Cooper Village,11.8,4.8,8.2,27.8,"22,032",72.2
2014-18,NTA2010,8101,8,South Jamaica,8.6,62.1,16.6,98.6,"43,253",1.4
2014-18,NTA2010,8102,8,Springfield Gardens North,2.1,89.6,6.1,99.0,"27,649",1.0
2014-18,NTA2010,8103,8,Springfield Gardens South-Brookville,1.9,87.1,5.6,97.0,"22,380",3.0
2014-18,NTA2010,8105,8,Rosedale,2.2,81.1,10.3,96.6,"26,117",3.4
2014-18,NTA2010,8106,8,Jamaica Estates-Holliswood,32.5,24.7,15.4,77.7,"26,517",22.3
2014-18,NTA2010,8107,8,Hollis,14.8,63.8,10.3,97.6,"21,448",2.4
2014-18,NTA2010,8108,8,St. Albans,2.2,88.1,5.6,98.7,"53,134",1.3
2014-18,NTA2010,8110,8,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2.8,5.8,13.6,24.4,"27,894",75.6
2014-18,NTA2010,8112,8,Hammels-Arverne-Edgemere,5.1,47.1,28.3,83.9,"41,470",16.1
2014-18,NTA2010,8115,8,Far Rockaway-Bayswater,3.4,42.3,25.7,73.0,"56,522",27.0
2014-18,NTA2010,8117,8,Forest Hills,27.5,2.4,15.8,50.1,"88,313",49.9
2014-18,NTA2010,8118,8,Rego Park,36.8,5.2,14.9,59.5,"27,739",40.5
2014-18,NTA2010,8119,8,Glendale,4.3,1.4,37.8,44.5,"35,576",55.5
2014-18,NTA2010,8120,8,Ridgewood,7.8,1.7,47.6,58.8,"75,437",41.2
2014-18,NTA2010,8121,8,Middle Village,10.2,0.8,20.1,32.9,"40,435",67.1
2014-18,NTA2010,8122,8,Flushing,71.6,3.8,14.6,92.3,"70,219",7.7
2014-18,NTA2010,8123,8,College Point,29.4,2.0,40.5,74.4,"24,795",25.6
2014-18,NTA2010,8125,8,Corona,15.0,13.0,63.9,93.5,"58,498",6.5
2014-18,NTA2010,8126,8,North Corona,7.0,3.2,88.0,98.9,"54,146",1.1
2014-18,NTA2010,8127,8,East Elmhurst,11.1,21.6,60.7,94.7,"19,790",5.3
2014-18,NTA2010,8128,8,Jackson Heights,22.9,2.6,56.0,83.4,"98,728",16.6
2014-18,NTA2010,8129,8,Elmhurst,45.6,1.7,44.7,94.0,"81,745",6.0
2014-18,NTA2010,8130,8,Maspeth,12.4,1.5,30.9,46.9,"32,179",53.1
2014-18,NTA2010,8131,8,Hunters Point-Sunnyside-West Maspeth,24.5,2.2,31.9,61.5,"69,295",38.5
2014-18,NTA2010,8133,8,Cambria Heights,0.4,89.8,6.6,99.1,"21,207",0.9
2014-18,NTA2010,8134,8,Queens Village,15.3,47.7,18.5,94.4,"54,256",5.6
2014-18,NTA2010,8135,8,Briarwood-Jamaica Hills,40.1,11.6,26.5,84.3,"43,476",15.7
2014-18,NTA2010,8137,8,Kew Gardens Hills,23.9,6.6,15.0,48.5,"37,584",51.5
2014-18,NTA2010,8138,8,Pomonok-Flushing Heights-Hillcrest,31.2,11.4,24.1,69.7,"36,975",30.3
2014-18,NTA2010,8141,8,Fresh Meadows-Utopia,49.3,5.8,11.7,70.4,"18,699",29.6
2014-18,NTA2010,8142,8,Oakland Gardens,46.9,2.6,9.9,62.3,"30,316",37.7
2014-18,NTA2010,8143,8,Bellerose,41.7,7.9,21.1,74.5,"27,733",25.5
2014-18,NTA2010,8144,8,Glen Oaks-Floral Park-New Hyde Park,40.5,5.4,10.6,59.8,"24,365",40.2
2014-18,NTA2010,8145,8,Douglas Manor-Douglaston-Little Neck,40.4,1.0,10.0,54.0,"25,633",46.0
2014-18,NTA2010,8146,8,Bayside-Bayside Hills,45.1,2.4,11.5,60.3,"43,212",39.7
2014-18,NTA2010,8147,8,Ft. Totten-Bay Terrace-Clearview,27.4,0.8,12.6,42.8,"22,700",57.2
2014-18,NTA2010,8148,8,Auburndale,49.9,1.1,13.6,67.2,"20,588",32.8
2014-18,NTA2010,8149,8,Whitestone,22.2,0.4,14.5,39.3,"31,971",60.7
2014-18,NTA2010,8150,8,Elmhurst-Maspeth,57.8,0.8,27.0,87.1,"24,234",12.9
2014-18,NTA2010,8151,8,Murray Hill,56.8,1.7,15.8,76.3,"50,231",23.7
2014-18,NTA2010,8152,8,East Flushing,64.2,1.1,17.8,85.0,"25,677",15.0
2014-18,NTA2010,8153,8,Woodhaven,23.6,3.1,55.2,84.5,"60,572",15.5
2014-18,NTA2010,8154,8,Richmond Hill,31.5,7.9,36.6,89.5,"65,068",10.5
2014-18,NTA2010,8155,8,South Ozone Park,29.9,21.0,22.1,94.8,"82,931",5.2
2014-18,NTA2010,8156,8,Ozone Park,24.9,5.3,42.5,78.5,"24,511",21.5
2014-18,NTA2010,8157,8,Lindenwood-Howard Beach,5.0,1.8,22.3,32.2,"29,219",67.8
2014-18,NTA2010,8160,8,Kew Gardens,18.0,5.1,26.2,54.1,"23,166",45.9
2014-18,NTA2010,8161,8,Jamaica,34.7,15.7,35.2,96.7,"53,932",3.3
2014-18,NTA2010,8162,8,Queensboro Hill,67.7,1.4,16.8,87.7,"20,269",12.3
2014-18,NTA2010,8163,8,Woodside,40.4,0.8,33.8,77.4,"43,841",22.6
2014-18,NTA2010,8166,8,Laurelton,0.7,89.7,5.7,98.8,"26,544",1.2
2014-18,NTA2010,8168,8,Queensbridge-Ravenswood-Long Island City,21.0,25.0,34.5,84.5,"19,228",15.5
2014-18,NTA2010,8170,8,Astoria,16.7,3.6,26.4,49.7,"74,767",50.3
2014-18,NTA2010,8171,8,Old Astoria,15.6,9.8,32.5,60.6,"24,732",39.4
2014-18,NTA2010,8172,8,Steinway,11.3,2.5,20.9,37.2,"48,235",62.8
2014-18,NTA2010,8176,8,Baisley Park,7.1,68.5,12.3,99.0,"39,203",1.0
2014-18,NTA2010,8501,8,Annadale-Huguenot-Prince's Bay-Eltingville,3.9,0.9,7.3,13.2,"28,976",86.8
2014-18,NTA2010,8505,8,New Springville-Bloomfield-Travis,19.4,4.1,14.9,41.1,"41,936",58.9
2014-18,NTA2010,8507,8,Westerleigh,8.9,3.2,15.6,28.9,"24,111",71.1
2014-18,NTA2010,8508,8,Grymes Hill-Clifton-Fox Hills,11.0,32.2,27.6,72.6,"21,707",27.4
2014-18,NTA2010,8511,8,Charleston-Richmond Valley-Tottenville,3.3,0.9,9.8,14.5,"24,275",85.5
2014-18,NTA2010,8512,8,Mariner's Harbor-Arlington-Port Ivory-Graniteville,10.1,28.5,37.3,78.4,"31,907",21.6
2014-18,NTA2010,8514,8,Grasmere-Arrochar-Ft. Wadsworth,12.7,7.2,14.6,37.2,"16,292",62.8
2014-18,NTA2010,8522,8,West New Brighton-New Brighton-St. George,5.6,31.4,33.0,75.7,"32,172",24.3
2014-18,NTA2010,8524,8,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,14.6,2.3,10.2,28.8,"32,348",71.2
2014-18,NTA2010,8525,8,Oakwood-Oakwood Beach,4.2,2.0,14.4,23.3,"20,509",76.7
2014-18,NTA2010,8528,8,Port Richmond,6.7,16.5,38.3,63.0,"19,545",37.0
2014-18,NTA2010,8532,8,Rossville-Woodrow,3.6,0.1,8.5,13.9,"22,197",86.1
2014-18,NTA2010,8535,8,New Brighton-Silver Lake,5.8,7.3,23.8,39.2,"17,105",60.8
2014-18,NTA2010,8536,8,Old Town-Dongan Hills-South Beach,10.0,4.9,15.5,33.0,"25,453",67.0
2014-18,NTA2010,8537,8,Stapleton-Rosebank,11.0,20.2,28.4,62.7,"25,347",37.3
2014-18,NTA2010,8545,8,New Dorp-Midland Beach,6.7,3.5,15.1,26.1,"20,933",73.9
2014-18,NTA2010,8548,8,Arden Heights,6.1,1.6,13.4,22.5,"26,982",77.5
2014-18,NTA2010,8554,8,Great Kills,5.2,0.9,9.4,16.5,"42,306",83.5
2014-18,CD,101,6,Financial District (CD1),15.5,2.2,6.5,27.8,"154,636",72.2
2014-18,CD,102,6,Greenwich Village and Soho (CD2),15.5,2.2,6.5,27.8,"154,636",72.2
2014-18,CD,103,6,Lower East Side and Chinatown (CD3),30.6,8.4,25.1,66.7,"154,995",33.3
2014-18,CD,104,6,Clinton and Chelsea (CD4),17.2,5.2,15.5,40.9,"154,496",59.1
2014-18,CD,105,6,Midtown (CD5),17.2,5.2,15.5,40.9,"154,496",59.1
2014-18,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),16.6,3.4,7.3,30.3,"146,915",69.7
2014-18,CD,107,6,Upper West Side (CD7),9.1,5.4,14.6,32.0,"195,140",68.0
2014-18,CD,108,6,Upper East Side (CD8),10.2,2.3,9.7,24.7,"215,449",75.3
2014-18,CD,109,6,Morningside Heights and Hamilton Heights (CD9),8.8,21.5,38.8,72.4,"129,467",27.6
2014-18,CD,110,6,Central Harlem (CD10),3.4,55.3,23.8,85.8,"137,181",14.2
2014-18,CD,111,6,East Harlem (CD11),7.8,30.6,45.9,86.4,"122,679",13.6
2014-18,CD,112,6,Washington Heights and Inwood (CD12),3.0,7.6,68.8,81.1,"219,637",18.9
2014-18,CD,201,6,Mott Haven and Melrose (CD1),0.7,28.0,68.4,98.2,"151,105",1.8
2014-18,CD,202,6,Hunts Point and Longwood (CD2),0.7,28.0,68.4,98.2,"151,105",1.8
2014-18,CD,203,6,Morrisania and Crotona (CD3),1.0,30.6,63.1,96.0,"171,760",4.0
2014-18,CD,204,6,Highbridge and Concourse (CD4),1.3,29.0,65.7,98.0,"142,071",2.0
2014-18,CD,205,6,Fordham and University Heights (CD5),1.2,26.8,69.5,98.9,"137,655",1.1
2014-18,CD,206,6,Belmont and East Tremont (CD6),1.0,30.6,63.1,96.0,"171,760",4.0
2014-18,CD,207,6,Kingsbridge Heights and Bedford (CD7),5.6,14.9,71.5,94.2,"132,075",5.8
2014-18,CD,208,6,Riverdale and Fieldston (CD8),4.4,12.0,48.8,67.7,"109,781",32.3
2014-18,CD,209,6,Parkchester and Soundview (CD9),7.4,28.7,58.4,97.1,"186,743",2.9
2014-18,CD,210,6,Throgs Neck and Co-op City (CD10),3.0,27.9,39.3,72.4,"121,087",27.6
2014-18,CD,211,6,Morris Park and Bronxdale (CD11),7.8,21.4,47.0,78.3,"129,333",21.7
2014-18,CD,212,6,Williamsbridge and Baychester (CD12),3.1,64.8,23.4,93.7,"148,351",6.3
2014-18,CD,301,6,Greenpoint and Williamsburg (CD1),7.0,4.5,22.9,37.0,"161,365",63.0
2014-18,CD,302,6,Fort Greene and Brooklyn Heights (CD2),9.3,25.1,14.5,53.6,"140,898",46.4
2014-18,CD,303,6,Bedford Stuyvesant (CD3),3.2,49.5,19.0,74.0,"147,107",26.0
2014-18,CD,304,6,Bushwick (CD4),5.1,18.4,55.3,81.1,"129,976",18.9
2014-18,CD,305,6,East New York and Starrett City (CD5),4.1,52.1,37.9,96.3,"158,774",3.7
2014-18,CD,306,6,Park Slope and Carroll Gardens (CD6),7.0,7.2,16.3,35.9,"118,497",64.1
2014-18,CD,307,6,Sunset Park (CD7),31.3,2.6,39.8,75.6,"143,847",24.4
2014-18,CD,308,6,Crown Heights and Prospect Heights (CD8),3.8,58.3,12.0,77.7,"131,224",22.3
2014-18,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),1.9,64.3,8.4,77.2,"109,562",22.8
2014-18,CD,310,6,Bay Ridge and Dyker Heights (CD10),24.4,2.1,16.6,45.4,"123,075",54.6
2014-18,CD,311,6,Bensonhurst (CD11),40.8,1.0,15.9,59.8,"189,369",40.2
2014-18,CD,312,6,Borough Park (CD12),14.3,2.1,10.3,28.9,"158,688",71.1
2014-18,CD,313,6,Coney Island (CD13),13.0,10.7,17.3,44.1,"114,051",55.9
2014-18,CD,314,6,Flatbush and Midwood (CD14),10.7,30.6,15.0,59.2,"161,520",40.8
2014-18,CD,315,6,Sheepshead Bay (CD15),17.6,4.1,9.9,34.5,"151,596",65.5
2014-18,CD,316,6,Brownsville (CD16),1.4,72.1,22.4,97.4,"117,055",2.6
2014-18,CD,317,6,East Flatbush (CD17),1.3,86.6,7.6,97.3,"135,277",2.7
2014-18,CD,318,6,Flatlands and Canarsie (CD18),5.0,61.9,8.6,77.3,"208,434",22.7
2014-18,CD,401,6,Long Island City and Astoria (CD1),15.5,6.7,26.6,51.7,"166,962",48.3
2014-18,CD,402,6,Woodside and Sunnyside (CD2),35.4,1.5,31.7,71.1,"137,370",28.9
2014-18,CD,403,6,Jackson Heights (CD3),16.5,5.0,66.6,89.6,"172,664",10.4
2014-18,CD,404,6,Elmhurst and Corona (CD4),32.8,6.4,52.7,93.8,"140,243",6.2
2014-18,CD,405,6,Ridgewood and Maspeth (CD5),8.5,1.4,36.7,48.3,"183,627",51.7
2014-18,CD,406,6,Rego Park and Forest Hills (CD6),29.7,3.1,15.5,52.3,"116,052",47.7
2014-18,CD,407,6,Flushing and Whitestone (CD7),52.7,2.0,17.8,74.6,"245,862",25.4
2014-18,CD,408,6,Hillcrest and Fresh Meadows (CD8),34.2,11.9,19.8,70.1,"163,251",29.9
2014-18,CD,409,6,Kew Gardens and Woodhaven (CD9),26.2,5.5,42.6,82.0,"148,806",18.0
2014-18,CD,410,6,South Ozone Park and Howard Beach (CD10),23.7,14.1,25.8,78.5,"136,661",21.5
2014-18,CD,411,6,Bayside and Little Neck (CD11),45.4,1.9,11.1,60.6,"119,749",39.4
2014-18,CD,412,6,Jamaica and Hollis (CD12),12.6,61.8,15.9,98.2,"238,619",1.8
2014-18,CD,413,6,Queens Village (CD13),15.3,55.7,12.5,89.1,"202,602",10.9
2014-18,CD,414,6,Rockaway and Broad Channel (CD14),3.8,35.8,23.9,65.8,"125,886",34.2
2014-18,CD,501,6,St. George and Stapleton (CD1),8.5,21.3,29.7,62.3,"171,894",37.7
2014-18,CD,502,6,South Beach and Willowbrook (CD2),13.8,4.1,13.9,33.9,"136,962",66.1
2014-18,CD,503,6,Tottenville and Great Kills (CD3),4.5,1.1,10.2,17.1,"165,245",82.9
2014-18,Subboro,1,5,Mott Haven/Hunts Point,0.7,29.3,66.8,98.0,"158,185",2.0
2014-18,Subboro,2,5,Morrisania/East Tremont,1.0,30.7,63.1,96.0,"171,832",4.0
2014-18,Subboro,3,5,Highbridge/South Concourse,1.3,29.0,65.7,98.0,"142,071",2.0
2014-18,Subboro,4,5,University Heights/Fordham,1.2,26.8,69.5,98.9,"137,655",1.1
2014-18,Subboro,5,5,Kingsbridge Heights/Mosholu,5.6,14.9,71.5,94.2,"132,075",5.8
2014-18,Subboro,6,5,Riverdale/Kingsbridge,4.4,12.0,48.8,67.7,"109,781",32.3
2014-18,Subboro,7,5,Soundview/Parkchester,7.4,28.7,58.4,97.1,"186,915",2.9
2014-18,Subboro,8,5,Throgs Neck/Co-op City,3.0,27.8,39.4,72.5,"121,313",27.5
2014-18,Subboro,9,5,Pelham Parkway,7.8,21.4,47.0,78.3,"129,333",21.7
2014-18,Subboro,10,5,Williamsbridge/Baychester,3.1,64.8,23.4,93.7,"148,712",6.3
2014-18,Subboro,11,5,Williamsburg/Greenpoint,7.0,4.5,22.9,37.0,"161,365",63.0
2014-18,Subboro,12,5,Brooklyn Heights/Fort Greene,9.3,25.1,14.6,53.6,"141,306",46.4
2014-18,Subboro,13,5,Bedford Stuyvesant,3.2,49.5,19.0,74.0,"147,107",26.0
2014-18,Subboro,14,5,Bushwick,5.1,18.4,55.3,81.1,"129,976",18.9
2014-18,Subboro,15,5,East New York/Starret City,4.1,52.1,37.9,96.3,"158,774",3.7
2014-18,Subboro,16,5,Park Slope/Carroll Gardens,7.0,7.2,16.3,35.9,"118,497",64.1
2014-18,Subboro,17,5,Sunset Park,31.3,2.6,39.8,75.6,"143,847",24.4
2014-18,Subboro,18,5,N. Crown Heights/Prospect Heights,3.8,58.3,12.0,77.7,"131,224",22.3
2014-18,Subboro,19,5,South Crown Heights,1.9,64.3,8.4,77.2,"109,562",22.8
2014-18,Subboro,20,5,Bay Ridge,24.4,2.1,16.6,45.4,"123,075",54.6
2014-18,Subboro,21,5,Bensonhurst,40.8,1.0,15.9,59.8,"189,369",40.2
2014-18,Subboro,22,5,Borough Park,14.3,2.1,10.3,28.9,"158,688",71.1
2014-18,Subboro,23,5,Coney Island,13.0,10.7,17.3,44.1,"114,051",55.9
2014-18,Subboro,24,5,Flatbush,10.7,30.6,15.0,59.2,"161,520",40.8
2014-18,Subboro,25,5,Sheepshead Bay/Gravesend,17.6,4.1,9.9,34.5,"151,596",65.5
2014-18,Subboro,26,5,Brownsville/Ocean Hill,1.4,72.1,22.4,97.4,"117,055",2.6
2014-18,Subboro,27,5,East Flatbush,1.3,86.6,7.6,97.3,"135,277",2.7
2014-18,Subboro,28,5,Flatlands/Canarsie,5.0,61.9,8.6,77.3,"208,458",22.7
2014-18,Subboro,29,5,Greenwich Village/Financial District,15.5,2.2,6.5,27.8,"154,636",72.2
2014-18,Subboro,30,5,Lower East Side/Chinatown,30.6,8.4,25.1,66.7,"154,995",33.3
2014-18,Subboro,31,5,Chelsea/Clinton/Midtown,17.2,5.2,15.5,40.9,"154,496",59.1
2014-18,Subboro,32,5,Stuyvesant Town/Turtle Bay,16.6,3.4,7.3,30.3,"146,915",69.7
2014-18,Subboro,33,5,Upper West Side,9.1,5.4,14.6,32.0,"195,143",68.0
2014-18,Subboro,34,5,Upper East Side,10.2,2.3,9.7,24.7,"215,449",75.3
2014-18,Subboro,35,5,Morningside Heights/Hamilton Heights,8.8,21.5,38.8,72.4,"129,467",27.6
2014-18,Subboro,36,5,Central Harlem,3.4,55.3,23.8,85.8,"137,181",14.2
2014-18,Subboro,37,5,East Harlem,7.7,30.9,45.6,86.3,"124,541",13.7
2014-18,Subboro,38,5,Washington Heights/Inwood,3.0,7.6,68.8,81.1,"219,657",18.9
2014-18,Subboro,39,5,Astoria,15.5,6.7,26.6,51.7,"166,962",48.3
2014-18,Subboro,40,5,Sunnyside/Woodside,35.4,1.5,31.7,71.1,"137,417",28.9
2014-18,Subboro,41,5,Jackson Heights,16.5,5.0,66.6,89.6,"172,664",10.4
2014-18,Subboro,42,5,Elmhurst/Corona,32.8,6.4,52.7,93.8,"140,243",6.2
2014-18,Subboro,43,5,Middle Village/Ridgewood,8.5,1.4,36.7,48.3,"183,687",51.7
2014-18,Subboro,44,5,Forest Hills/Rego Park,29.7,3.1,15.5,52.3,"116,052",47.7
2014-18,Subboro,45,5,Flushing/Whitestone,52.7,2.0,17.8,74.6,"245,862",25.4
2014-18,Subboro,46,5,Hillcrest/Fresh Meadows,34.2,11.9,19.8,70.1,"163,251",29.9
2014-18,Subboro,47,5,Kew Gardens/Woodhaven,26.2,5.5,42.6,82.0,"148,806",18.0
2014-18,Subboro,48,5,Howard Beach/South Ozone Park,23.7,14.1,25.8,78.5,"136,661",21.5
2014-18,Subboro,49,5,Bayside/Little Neck,45.3,1.9,11.1,60.6,"119,789",39.4
2014-18,Subboro,50,5,Jamaica,12.6,61.8,15.9,98.2,"238,619",1.8
2014-18,Subboro,51,5,Bellerose/Rosedale,15.3,55.7,12.5,89.1,"202,700",10.9
2014-18,Subboro,52,5,Rockaways,3.8,35.8,23.9,65.8,"125,898",34.2
2014-18,Subboro,53,5,North Shore,8.5,21.3,29.7,62.3,"171,894",37.7
2014-18,Subboro,54,5,Mid Island,13.8,4.1,13.9,33.9,"136,950",66.1
2014-18,Subboro,55,5,South Shore,4.5,1.1,10.2,17.1,"165,257",82.9
2014-18,UHF42,101,4,Kingsbridge - Riverdale,4.1,11.0,44.5,62.0,"93,256",38.0
2014-18,UHF42,102,4,Northeast Bronx,4.2,57.9,25.9,90.7,"204,989",9.3
2014-18,UHF42,103,4,Fordham - Bronx Pk,3.9,22.1,64.7,92.8,"266,339",7.2
2014-18,UHF42,104,4,Pelham - Throgs Neck,7.2,20.8,53.0,83.3,"304,148",16.7
2014-18,UHF42,105,4,Crotona -Tremont,1.2,27.5,68.3,98.3,"213,665",1.7
2014-18,UHF42,106,4,High Bridge - Morrisania,1.1,32.0,63.3,98.2,"218,094",1.8
2014-18,UHF42,107,4,Hunts Point - Mott Haven,0.7,27.8,68.7,98.3,"140,964",1.7
2014-18,UHF42,201,4,Greenpoint,5.4,3.7,21.7,33.6,"139,116",66.4
2014-18,UHF42,202,4,Downtown - Heights - Slope,8.2,14.1,16.1,43.3,"258,295",56.7
2014-18,UHF42,203,4,Bedford Stuyvesant - Crown Heights,2.9,63.1,13.8,82.5,"330,489",17.5
2014-18,UHF42,204,4,East New York,3.6,53.6,37.4,96.8,"190,632",3.2
2014-18,UHF42,205,4,Sunset Park,36.3,2.4,43.7,84.1,"123,245",15.9
2014-18,UHF42,206,4,Borough Park,22.0,4.1,12.6,40.9,"330,597",59.1
2014-18,UHF42,207,4,East Flatbush - Flatbush,2.8,67.8,10.5,83.6,"301,650",16.4
2014-18,UHF42,208,4,Canarsie - Flatlands,4.5,64.0,9.4,79.6,"209,241",20.4
2014-18,UHF42,209,4,Bensonhurst - Bay Ridge,29.0,1.6,15.8,48.7,"205,749",51.3
2014-18,UHF42,210,4,Coney Island - Sheepshead Bay,18.0,6.4,13.3,40.6,"290,239",59.4
2014-18,UHF42,211,4,Williamsburg - Bushwick,5.6,26.4,41.8,76.0,"221,494",24.0
2014-18,UHF42,301,4,Washington Heights,3.3,11.0,64.5,81.0,"271,606",19.0
