TimePeriod,GeoType,GeoID,GeoRank,Geography,Asian alone (percent),Black alone (percent),Hispanic alone (percent),Non-white (percent),Total population,White alone (percent)
2009-13,NTA2010,8130,8,Maspeth,11.6,0.8,27.9,41.6,"27,811",58.4
2009-13,NTA2010,8131,8,Hunters Point-Sunnyside-West Maspeth,25.8,1.8,33.4,63.3,"61,565",36.7
2009-13,NTA2010,8133,8,Cambria Heights,1.8,90.3,4.4,98.5,"19,614",1.5
2009-13,NTA2010,8134,8,Queens Village,18.5,49.2,17.8,94.6,"57,958",5.4
2009-13,NTA2010,8135,8,Briarwood-Jamaica Hills,34.3,10.8,27.5,79.1,"38,685",20.9
2009-13,NTA2010,8137,8,Kew Gardens Hills,23.4,7.7,13.6,49.2,"38,218",50.8
2009-13,NTA2010,8138,8,Pomonok-Flushing Heights-Hillcrest,32.8,11.1,19.2,65.9,"33,183",34.1
2009-13,NTA2010,8141,8,Fresh Meadows-Utopia,49.6,2.8,12.5,67.7,"18,305",32.3
2009-13,NTA2010,8142,8,Oakland Gardens,45.1,1.5,7.1,57.0,"27,980",43.0
2009-13,NTA2010,8143,8,Bellerose,38.0,5.9,19.3,67.6,"27,046",32.4
2009-13,NTA2010,8144,8,Glen Oaks-Floral Park-New Hyde Park,36.2,3.5,7.8,51.9,"22,758",48.1
2009-13,NTA2010,8145,8,Douglas Manor-Douglaston-Little Neck,38.1,2.3,10.8,52.0,"25,191",48.0
2009-13,NTA2010,8146,8,Bayside-Bayside Hills,37.3,1.7,13.6,55.9,"46,280",44.1
2009-13,NTA2010,8147,8,Ft. Totten-Bay Terrace-Clearview,21.0,0.5,9.6,33.5,"22,191",66.5
2009-13,NTA2010,8148,8,Auburndale,43.1,0.8,12.1,58.4,"20,716",41.6
2009-13,NTA2010,8149,8,Whitestone,17.6,0.5,15.3,35.3,"32,632",64.7
2009-13,NTA2010,8150,8,Elmhurst-Maspeth,54.7,0.8,28.5,85.0,"26,016",15.0
2009-13,NTA2010,8151,8,Murray Hill,54.8,1.5,15.2,73.6,"52,121",26.4
2009-13,NTA2010,8152,8,East Flushing,59.7,1.3,15.5,80.4,"27,404",19.6
2009-13,NTA2010,8153,8,Woodhaven,22.1,4.9,54.3,84.5,"61,285",15.5
2009-13,NTA2010,8154,8,Richmond Hill,30.6,9.0,34.1,89.4,"64,569",10.6
2009-13,NTA2010,8155,8,South Ozone Park,23.0,24.2,20.9,93.5,"81,547",6.5
2009-13,NTA2010,8156,8,Ozone Park,24.2,5.8,39.5,73.2,"22,572",26.8
2009-13,NTA2010,8157,8,Lindenwood-Howard Beach,2.5,2.4,19.6,26.6,"28,094",73.4
2009-13,NTA2010,8160,8,Kew Gardens,16.6,8.1,25.5,51.9,"23,198",48.1
2009-13,NTA2010,8161,8,Jamaica,28.9,19.6,38.6,96.2,"54,053",3.8
2009-13,NTA2010,8162,8,Queensboro Hill,61.3,1.2,18.1,83.3,"21,281",16.7
2009-13,NTA2010,8163,8,Woodside,37.9,1.5,34.9,76.6,"43,878",23.4
2009-13,NTA2010,8166,8,Laurelton,1.3,89.7,4.8,98.3,"26,070",1.7
2009-13,NTA2010,8168,8,Queensbridge-Ravenswood-Long Island City,16.5,22.0,41.9,82.8,"18,708",17.2
2009-13,NTA2010,8170,8,Astoria,13.6,4.9,27.1,47.8,"75,257",52.2
2009-13,NTA2010,8171,8,Old Astoria,18.0,10.2,30.7,61.9,"28,293",38.1
2009-13,NTA2010,8172,8,Steinway,10.0,1.9,21.2,35.3,"47,285",64.7
2009-13,NTA2010,8176,8,Baisley Park,4.0,75.0,12.9,99.1,"35,651",0.9
2009-13,NTA2010,8501,8,Annadale-Huguenot-Prince's Bay-Eltingville,3.6,0.3,6.8,11.3,"28,638",88.7
2009-13,NTA2010,8505,8,New Springville-Bloomfield-Travis,15.9,4.8,13.0,34.7,"40,256",65.3
2009-13,NTA2010,8507,8,Westerleigh,7.4,2.5,13.6,25.7,"24,369",74.3
2009-13,NTA2010,8508,8,Grymes Hill-Clifton-Fox Hills,10.8,33.8,24.9,72.6,"23,552",27.4
2009-13,NTA2010,8511,8,Charleston-Richmond Valley-Tottenville,3.6,2.2,12.5,19.5,"24,459",80.5
2009-13,NTA2010,8512,8,Mariner's Harbor-Arlington-Port Ivory-Graniteville,7.9,29.5,37.0,76.9,"29,947",23.1
2009-13,NTA2010,8514,8,Grasmere-Arrochar-Ft. Wadsworth,14.3,5.1,11.9,32.2,"15,077",67.8
2009-13,NTA2010,8522,8,West New Brighton-New Brighton-St. George,4.8,35.9,30.0,73.4,"31,847",26.6
2009-13,NTA2010,8524,8,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,14.8,1.8,10.6,28.0,"31,268",72.0
2009-13,NTA2010,8525,8,Oakwood-Oakwood Beach,3.0,2.9,11.7,18.8,"21,743",81.2
2009-13,NTA2010,8528,8,Port Richmond,4.7,17.2,31.7,56.1,"18,656",43.9
2009-13,NTA2010,8532,8,Rossville-Woodrow,5.0,0.3,7.4,13.2,"20,297",86.8
2009-13,NTA2010,8535,8,New Brighton-Silver Lake,5.1,11.0,25.8,43.3,"18,649",56.7
2009-13,NTA2010,8536,8,Old Town-Dongan Hills-South Beach,9.6,3.5,14.1,28.7,"25,292",71.3
2009-13,NTA2010,8537,8,Stapleton-Rosebank,9.3,19.7,31.3,62.3,"26,904",37.7
2009-13,NTA2010,8545,8,New Dorp-Midland Beach,7.5,1.6,15.3,24.7,"21,129",75.3
2009-13,NTA2010,8548,8,Arden Heights,6.3,1.0,11.5,19.3,"24,619",80.7
2009-13,NTA2010,8554,8,Great Kills,3.6,0.3,9.2,13.6,"43,521",86.4
2009-13,CD,101,6,Financial District (CD1),15.6,2.2,6.8,28.1,"149,010",71.9
2009-13,CD,102,6,Greenwich Village and Soho (CD2),15.6,2.2,6.8,28.1,"149,010",71.9
2009-13,CD,103,6,Lower East Side and Chinatown (CD3),32.9,6.9,24.6,67.7,"165,715",32.3
2009-13,CD,104,6,Clinton and Chelsea (CD4),13.7,5.5,14.9,37.2,"142,884",62.8
2009-13,CD,105,6,Midtown (CD5),13.7,5.5,14.9,37.2,"142,884",62.8
2009-13,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),14.2,3.2,8.4,28.3,"146,721",71.7
2009-13,CD,107,6,Upper West Side (CD7),8.4,6.8,13.1,30.8,"196,272",69.2
2009-13,CD,108,6,Upper East Side (CD8),8.3,3.1,7.7,21.3,"216,008",78.7
2009-13,CD,109,6,Morningside Heights and Hamilton Heights (CD9),7.4,22.3,39.6,72.5,"130,645",27.5
2009-13,CD,110,6,Central Harlem (CD10),3.3,60.4,21.5,88.0,"127,484",12.0
2009-13,CD,111,6,East Harlem (CD11),7.4,29.8,46.5,85.9,"117,757",14.1
2009-13,CD,112,6,Washington Heights and Inwood (CD12),2.4,8.1,70.8,83.1,"211,255",16.9
2009-13,CD,201,6,Mott Haven and Melrose (CD1),0.6,25.3,71.3,98.1,"146,837",1.9
2009-13,CD,202,6,Hunts Point and Longwood (CD2),0.6,25.3,71.3,98.1,"146,837",1.9
2009-13,CD,203,6,Morrisania and Crotona (CD3),0.8,30.6,62.7,95.5,"158,903",4.5
2009-13,CD,204,6,Highbridge and Concourse (CD4),1.8,31.6,63.8,98.5,"139,475",1.5
2009-13,CD,205,6,Fordham and University Heights (CD5),1.5,27.5,68.1,98.5,"133,514",1.5
2009-13,CD,206,6,Belmont and East Tremont (CD6),0.8,30.6,62.7,95.5,"158,903",4.5
2009-13,CD,207,6,Kingsbridge Heights and Bedford (CD7),6.2,18.4,66.2,92.5,"124,583",7.5
2009-13,CD,208,6,Riverdale and Fieldston (CD8),4.8,12.8,45.0,64.8,"107,008",35.2
2009-13,CD,209,6,Parkchester and Soundview (CD9),7.2,29.8,57.8,97.5,"184,534",2.5
2009-13,CD,210,6,Throgs Neck and Co-op City (CD10),2.7,26.4,34.6,65.5,"120,226",34.5
2009-13,CD,211,6,Morris Park and Bronxdale (CD11),7.9,20.9,43.8,74.9,"127,931",25.1
2009-13,CD,212,6,Williamsbridge and Baychester (CD12),1.8,67.7,21.1,93.0,"143,544",7.0
2009-13,CD,301,6,Greenpoint and Williamsburg (CD1),5.5,3.4,25.5,36.3,"146,824",63.7
2009-13,CD,302,6,Fort Greene and Brooklyn Heights (CD2),7.3,26.7,17.4,55.3,"125,862",44.7
2009-13,CD,303,6,Bedford Stuyvesant (CD3),2.9,58.2,19.7,82.4,"135,830",17.6
2009-13,CD,304,6,Bushwick (CD4),4.1,17.8,66.2,89.3,"137,738",10.7
2009-13,CD,305,6,East New York and Starrett City (CD5),3.7,52.4,37.3,95.1,"152,199",4.9
2009-13,CD,306,6,Park Slope and Carroll Gardens (CD6),6.3,7.2,19.0,36.1,"113,367",63.9
2009-13,CD,307,6,Sunset Park (CD7),32.0,2.9,41.1,77.9,"150,888",22.1
2009-13,CD,308,6,Crown Heights and Prospect Heights (CD8),3.5,63.6,11.9,81.6,"123,255",18.4
2009-13,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),1.9,70.1,9.6,83.3,"109,926",16.7
2009-13,CD,310,6,Bay Ridge and Dyker Heights (CD10),22.8,1.3,14.1,40.0,"130,807",60.0
2009-13,CD,311,6,Bensonhurst (CD11),36.1,1.0,13.4,51.8,"178,273",48.2
2009-13,CD,312,6,Borough Park (CD12),14.3,2.2,11.2,28.8,"163,154",71.2
2009-13,CD,313,6,Coney Island (CD13),14.4,11.9,13.7,41.6,"105,001",58.4
2009-13,CD,314,6,Flatbush and Midwood (CD14),9.2,34.4,14.4,60.0,"156,412",40.0
2009-13,CD,315,6,Sheepshead Bay (CD15),15.9,3.1,7.1,27.4,"146,710",72.6
2009-13,CD,316,6,Brownsville (CD16),0.8,76.4,20.5,98.8,"119,927",1.2
2009-13,CD,317,6,East Flatbush (CD17),1.2,89.5,6.1,98.6,"137,937",1.4
2009-13,CD,318,6,Flatlands and Canarsie (CD18),3.5,61.6,8.2,74.9,"205,316",25.1
2009-13,CD,401,6,Long Island City and Astoria (CD1),13.7,6.8,27.7,50.5,"169,543",49.5
2009-13,CD,402,6,Woodside and Sunnyside (CD2),35.5,1.5,33.0,72.1,"131,459",27.9
2009-13,CD,403,6,Jackson Heights (CD3),16.4,5.3,65.7,89.5,"180,929",10.5
2009-13,CD,404,6,Elmhurst and Corona (CD4),33.6,6.9,50.4,92.6,"142,174",7.4
2009-13,CD,405,6,Ridgewood and Maspeth (CD5),7.8,1.3,35.9,45.9,"168,620",54.1
2009-13,CD,406,6,Rego Park and Forest Hills (CD6),25.2,2.5,14.3,44.8,"112,273",55.2
2009-13,CD,407,6,Flushing and Whitestone (CD7),49.0,1.9,17.4,71.2,"249,001",28.8
2009-13,CD,408,6,Hillcrest and Fresh Meadows (CD8),32.4,11.8,18.1,66.9,"154,335",33.1
2009-13,CD,409,6,Kew Gardens and Woodhaven (CD9),24.9,7.2,41.1,81.6,"149,052",18.4
2009-13,CD,410,6,South Ozone Park and Howard Beach (CD10),18.8,16.4,23.8,75.8,"132,213",24.2
2009-13,CD,411,6,Bayside and Little Neck (CD11),40.3,1.6,11.2,55.8,"120,167",44.2
2009-13,CD,412,6,Jamaica and Hollis (CD12),10.4,63.9,17.6,98.2,"228,715",1.8
2009-13,CD,413,6,Queens Village (CD13),15.5,55.9,11.4,87.5,"201,438",12.5
2009-13,CD,414,6,Rockaway and Broad Channel (CD14),2.8,36.5,22.1,63.5,"116,033",36.5
2009-13,CD,501,6,St. George and Stapleton (CD1),7.2,22.7,28.1,60.4,"173,924",39.6
2009-13,CD,502,6,South Beach and Willowbrook (CD2),12.9,3.4,12.9,30.1,"133,022",69.9
2009-13,CD,503,6,Tottenville and Great Kills (CD3),4.1,1.0,9.8,15.6,"163,277",84.4
2009-13,Subboro,1,5,Mott Haven/Hunts Point,0.7,27.1,69.1,97.9,"156,028",2.1
2009-13,Subboro,2,5,Morrisania/East Tremont,0.8,30.6,62.7,95.5,"160,304",4.5
2009-13,Subboro,3,5,Highbridge/South Concourse,1.8,31.6,63.8,98.5,"139,477",1.5
2009-13,Subboro,4,5,University Heights/Fordham,1.5,27.5,68.1,98.5,"133,514",1.5
2009-13,Subboro,5,5,Kingsbridge Heights/Mosholu,6.2,18.4,66.2,92.5,"124,583",7.5
2009-13,Subboro,6,5,Riverdale/Kingsbridge,4.8,12.8,45.0,64.8,"107,008",35.2
2009-13,Subboro,7,5,Soundview/Parkchester,7.2,29.8,57.8,97.5,"184,534",2.5
2009-13,Subboro,8,5,Throgs Neck/Co-op City,2.7,26.5,34.6,65.5,"120,376",34.5
2009-13,Subboro,9,5,Pelham Parkway,7.9,20.9,43.8,74.9,"127,931",25.1
2009-13,Subboro,10,5,Williamsbridge/Baychester,1.8,67.7,21.1,93.0,"143,560",7.0
2009-13,Subboro,11,5,Williamsburg/Greenpoint,5.5,3.4,25.5,36.3,"146,824",63.7
2009-13,Subboro,12,5,Brooklyn Heights/Fort Greene,7.3,26.7,17.4,55.3,"126,082",44.7
2009-13,Subboro,13,5,Bedford Stuyvesant,2.9,58.2,19.7,82.4,"135,830",17.6
2009-13,Subboro,14,5,Bushwick,4.1,17.8,66.2,89.3,"137,738",10.7
2009-13,Subboro,15,5,East New York/Starret City,3.7,52.4,37.3,95.1,"152,199",4.9
2009-13,Subboro,16,5,Park Slope/Carroll Gardens,6.3,7.2,19.0,36.1,"113,367",63.9
2009-13,Subboro,17,5,Sunset Park,32.0,2.9,41.1,77.9,"150,888",22.1
2009-13,Subboro,18,5,N. Crown Heights/Prospect Heights,3.5,63.6,11.9,81.6,"123,255",18.4
2009-13,Subboro,19,5,South Crown Heights,1.9,70.1,9.6,83.3,"109,926",16.7
2009-13,Subboro,20,5,Bay Ridge,22.8,1.3,14.1,40.0,"130,807",60.0
2009-13,Subboro,21,5,Bensonhurst,36.1,1.0,13.4,51.8,"178,273",48.2
2009-13,Subboro,22,5,Borough Park,14.3,2.2,11.2,28.8,"163,154",71.2
2009-13,Subboro,23,5,Coney Island,14.4,11.9,13.7,41.6,"105,001",58.4
2009-13,Subboro,24,5,Flatbush,9.2,34.4,14.4,60.0,"156,412",40.0
2009-13,Subboro,25,5,Sheepshead Bay/Gravesend,15.9,3.1,7.1,27.4,"146,710",72.6
2009-13,Subboro,26,5,Brownsville/Ocean Hill,0.8,76.4,20.5,98.8,"119,927",1.2
2009-13,Subboro,27,5,East Flatbush,1.2,89.5,6.1,98.6,"137,945",1.4
2009-13,Subboro,28,5,Flatlands/Canarsie,3.5,61.5,8.2,74.9,"205,451",25.1
2009-13,Subboro,29,5,Greenwich Village/Financial District,15.6,2.2,6.8,28.1,"149,010",71.9
2009-13,Subboro,30,5,Lower East Side/Chinatown,32.9,6.9,24.6,67.7,"165,715",32.3
2009-13,Subboro,31,5,Chelsea/Clinton/Midtown,13.7,5.5,14.9,37.2,"142,884",62.8
2009-13,Subboro,32,5,Stuyvesant Town/Turtle Bay,14.2,3.2,8.4,28.3,"146,721",71.7
2009-13,Subboro,33,5,Upper West Side,8.4,6.8,13.1,30.8,"196,275",69.2
2009-13,Subboro,34,5,Upper East Side,8.3,3.1,7.7,21.3,"216,008",78.7
2009-13,Subboro,35,5,Morningside Heights/Hamilton Heights,7.4,22.3,39.6,72.5,"130,645",27.5
2009-13,Subboro,36,5,Central Harlem,3.3,60.4,21.5,88.0,"127,484",12.0
2009-13,Subboro,37,5,East Harlem,7.3,30.0,46.3,85.9,"119,233",14.1
2009-13,Subboro,38,5,Washington Heights/Inwood,2.4,8.1,70.8,83.1,"211,297",16.9
2009-13,Subboro,39,5,Astoria,13.7,6.8,27.7,50.5,"169,543",49.5
2009-13,Subboro,40,5,Sunnyside/Woodside,35.5,1.5,33.0,72.1,"131,459",27.9
2009-13,Subboro,41,5,Jackson Heights,16.4,5.3,65.7,89.5,"180,929",10.5
2009-13,Subboro,42,5,Elmhurst/Corona,33.6,6.9,50.4,92.5,"142,247",7.5
2009-13,Subboro,43,5,Middle Village/Ridgewood,7.8,1.3,35.9,46.0,"168,766",54.0
2009-13,Subboro,44,5,Forest Hills/Rego Park,25.2,2.5,14.3,44.8,"112,273",55.2
2009-13,Subboro,45,5,Flushing/Whitestone,49.0,1.9,17.4,71.2,"249,001",28.8
2009-13,Subboro,46,5,Hillcrest/Fresh Meadows,32.4,11.8,18.1,66.8,"154,395",33.2
2009-13,Subboro,47,5,Kew Gardens/Woodhaven,24.9,7.2,41.0,81.5,"149,178",18.5
2009-13,Subboro,48,5,Howard Beach/South Ozone Park,18.8,16.4,23.8,75.8,"132,213",24.2
2009-13,Subboro,49,5,Bayside/Little Neck,40.3,1.6,11.3,55.8,"120,195",44.2
2009-13,Subboro,50,5,Jamaica,10.4,63.9,17.6,98.2,"228,715",1.8
2009-13,Subboro,51,5,Bellerose/Rosedale,15.5,55.9,11.4,87.5,"201,438",12.5
2009-13,Subboro,52,5,Rockaways,2.8,36.5,22.1,63.5,"116,048",36.5
2009-13,Subboro,53,5,North Shore,7.2,22.7,28.1,60.4,"173,924",39.6
2009-13,Subboro,54,5,Mid Island,13.0,3.4,12.8,30.0,"132,794",70.0
2009-13,Subboro,55,5,South Shore,4.1,1.0,9.8,15.7,"163,505",84.3
2009-13,UHF42,101,4,Kingsbridge - Riverdale,4.6,10.6,42.5,60.0,"92,450",40.0
2009-13,UHF42,102,4,Northeast Bronx,2.6,59.2,24.9,88.7,"200,533",11.3
2009-13,UHF42,103,4,Fordham - Bronx Pk,4.6,26.1,58.9,91.4,"245,435",8.6
2009-13,UHF42,104,4,Pelham - Throgs Neck,7.0,20.5,50.4,80.3,"305,767",19.7
2009-13,UHF42,105,4,Crotona -Tremont,1.6,27.3,67.9,98.3,"206,159",1.7
2009-13,UHF42,106,4,High Bridge - Morrisania,1.3,33.8,62.0,98.6,"209,723",1.4
2009-13,UHF42,107,4,Hunts Point - Mott Haven,0.5,24.5,72.2,98.2,"137,161",1.8
2009-13,UHF42,201,4,Greenpoint,4.1,2.7,23.3,32.0,"127,457",68.0
2009-13,UHF42,202,4,Downtown - Heights - Slope,7.0,14.0,19.2,43.8,"239,485",56.2
2009-13,UHF42,203,4,Bedford Stuyvesant - Crown Heights,2.6,70.1,12.2,87.0,"320,856",13.0
2009-13,UHF42,204,4,East New York,2.9,54.9,37.8,97.2,"185,598",2.8
2009-13,UHF42,205,4,Sunset Park,35.9,2.3,43.7,83.8,"131,913",16.2
2009-13,UHF42,206,4,Borough Park,21.0,4.2,13.1,39.8,"336,911",60.2
2009-13,UHF42,207,4,East Flatbush - Flatbush,2.5,72.8,10.0,87.2,"302,381",12.8
2009-13,UHF42,208,4,Canarsie - Flatlands,3.4,62.9,8.9,76.7,"204,355",23.3
2009-13,UHF42,209,4,Bensonhurst - Bay Ridge,24.3,1.1,13.1,40.1,"199,708",59.9
2009-13,UHF42,210,4,Coney Island - Sheepshead Bay,17.4,6.5,10.0,35.2,"272,801",64.8
2009-13,UHF42,211,4,Williamsburg - Bushwick,4.6,27.4,51.3,84.6,"218,324",15.4
2009-13,UHF42,301,4,Washington Heights,2.4,12.1,66.9,83.4,"263,511",16.6
2009-13,UHF42,302,4,Central Harlem - Morningside Heights,5.2,53.5,22.7,84.3,"172,914",15.7
2009-13,UHF42,303,4,East Harlem,7.3,28.3,47.9,85.9,"110,942",14.1
2009-13,UHF42,304,4,Upper West Side,8.8,6.6,15.0,33.0,"222,987",67.0
2009-13,UHF42,305,4,Upper East Side,8.5,3.2,7.7,21.5,"216,597",78.5
2009-13,UHF42,306,4,Chelsea - Clinton,13.6,5.5,14.7,37.0,"142,682",63.0
2009-13,UHF42,307,4,Gramercy Park - Murray Hill,14.4,3.3,8.8,29.1,"127,613",70.9
2009-13,UHF42,308,4,Greenwich Village - SoHo,18.2,2.5,6.0,30.2,"82,807",69.8
2009-13,UHF42,309,4,Union Square - Lower East Side,26.5,5.6,20.4,55.6,"202,311",44.4
2009-13,UHF42,310,4,Lower Manhattan,23.6,3.8,11.9,42.5,"53,645",57.5
2009-13,UHF42,401,4,Long Island City - Astoria,16.2,5.6,27.3,51.4,"200,123",48.6
2009-13,UHF42,402,4,West Queens,25.5,5.9,51.1,84.3,"467,030",15.7
2009-13,UHF42,403,4,Flushing - Clearview,48.3,1.8,16.9,69.8,"261,570",30.2
2009-13,UHF42,404,4,Bayside - Little Neck,40.6,2.0,11.0,56.2,"90,567",43.8
2009-13,UHF42,405,4,Ridgewood - Forest Hills,15.2,1.9,27.3,46.1,"247,255",53.9
2009-13,UHF42,406,4,Fresh Meadows,34.3,6.9,15.6,60.0,"96,445",40.0
2009-13,UHF42,407,4,Southwest Queens,22.1,11.5,32.9,78.8,"281,251",21.2
2009-13,UHF42,408,4,Jamaica,15.6,52.4,18.7,92.9,"297,436",7.1
2009-13,UHF42,409,4,Southeast Queens,16.9,43.5,12.4,77.0,"312,983",23.0
2009-13,UHF42,410,4,Rockaways,2.8,36.5,22.1,63.5,"116,048",36.5
2009-13,UHF42,501,4,Port Richmond,6.1,26.3,34.4,68.9,"66,575",31.1
2009-13,UHF42,502,4,Stapleton - St. George,9.4,17.8,22.3,51.7,"123,975",48.3
2009-13,UHF42,503,4,Willowbrook,13.9,3.9,12.4,31.6,"87,276",68.4
2009-13,UHF42,504,4,South Beach - Tottenville,4.5,1.3,10.7,17.2,"192,397",82.8
2009-13,Borough,1,1,Bronx,3.5,30.0,53.9,89.3,"1,397,315",10.7
2009-13,Borough,2,1,Brooklyn,10.8,31.9,19.7,64.2,"2,539,789",35.8
2009-13,Borough,3,1,Manhattan,11.2,12.9,25.6,52.3,"1,605,272",47.7
2009-13,Borough,4,1,Queens,23.5,17.6,27.7,72.9,"2,256,400",27.1
2009-13,Borough,5,1,Staten Island,7.8,9.7,17.4,36.3,"470,223",63.7
2009-13,Citywide,1,0,New York City,12.9,22.7,28.7,66.9,"8,268,999",33.1
2008-12,NTA2010,501,8,Claremont-Bathgate,0.1,42.1,55.7,99.1,"30,715",0.9
2008-12,NTA2010,503,8,Eastchester-Edenwald-Baychester,1.0,70.1,24.7,97.4,"36,676",2.6
2008-12,NTA2010,505,8,Bedford Park-Fordham North,4.8,17.9,68.3,92.4,"52,591",7.6
2008-12,NTA2010,506,8,Belmont,2.2,18.1,59.7,81.1,"25,783",18.9
2008-12,NTA2010,507,8,Bronxdale,4.2,29.0,50.1,85.1,"33,728",14.9
2008-12,NTA2010,508,8,West Farms-Bronx River,2.7,24.5,67.8,98.0,"35,325",2.0
2008-12,NTA2010,509,8,Soundview-Castle Hill-Clason Point-Harding Park,1.6,34.0,61.6,98.7,"53,800",1.3
2008-12,NTA2010,510,8,Pelham Bay-Country Club-City Island,3.5,1.9,31.4,38.1,"26,139",61.9
2008-12,NTA2010,513,8,Co-op City,1.2,60.9,28.3,91.3,"44,304",8.7
2008-12,NTA2010,514,8,East Concourse-Concourse Village,1.0,38.4,57.2,98.2,"63,504",1.8
2008-12,NTA2010,517,8,East Tremont,0.8,26.9,69.3,97.8,"41,871",2.2
2008-12,NTA2010,522,8,North Riverdale-Fieldston-Riverdale,5.9,6.9,18.4,33.1,"26,839",66.9
2008-12,NTA2010,526,8,Highbridge,0.4,35.1,63.1,99.4,"37,065",0.6
2008-12,NTA2010,527,8,Hunts Point,0.5,21.5,75.2,98.9,"27,562",1.1
2008-12,NTA2010,528,8,Van Cortlandt Village,3.4,20.0,63.8,88.8,"49,715",11.2
2008-12,NTA2010,529,8,Spuyten Duyvil-Kingsbridge,6.3,6.6,36.2,51.4,"29,848",48.6
2008-12,NTA2010,530,8,Kingsbridge Heights,6.5,20.4,68.5,97.2,"30,599",2.8
2008-12,NTA2010,531,8,Allerton-Pelham Gardens,9.3,32.3,28.6,72.3,"33,404",27.7
2008-12,NTA2010,533,8,Longwood,1.2,23.7,71.8,98.4,"25,542",1.6
2008-12,NTA2010,534,8,Melrose South-Mott Haven North,0.5,26.9,69.0,97.7,"39,020",2.3
2008-12,NTA2010,535,8,Morrisania-Melrose,0.6,35.6,60.8,98.9,"37,872",1.1
2008-12,NTA2010,536,8,University Heights-Morris Heights,0.5,30.1,66.5,98.4,"53,944",1.6
2008-12,NTA2010,537,8,Van Nest-Morris Park-Westchester Square,8.7,9.2,54.5,74.6,"30,098",25.4
2008-12,NTA2010,539,8,Mott Haven-Port Morris,0.9,25.1,72.1,98.3,"52,132",1.7
2008-12,NTA2010,540,8,Fordham South,0.6,28.4,68.6,98.5,"26,336",1.5
2008-12,NTA2010,541,8,Mount Hope,2.2,26.5,68.8,98.7,"52,237",1.3
2008-12,NTA2010,543,8,Norwood,8.7,19.5,56.1,87.7,"41,217",12.3
2008-12,NTA2010,544,8,Williamsbridge-Olinville,1.6,71.7,22.0,97.6,"61,503",2.4
2008-12,NTA2010,546,8,Parkchester,12.3,46.1,35.4,96.3,"30,376",3.7
2008-12,NTA2010,549,8,Pelham Parkway,14.9,9.1,36.6,62.7,"30,191",37.3
2008-12,NTA2010,552,8,Schuylerville-Throgs Neck-Edgewater Park,2.4,8.5,39.6,53.1,"46,104",46.9
2008-12,NTA2010,555,8,Soundview-Bruckner,7.2,22.5,64.3,98.3,"35,886",1.7
2008-12,NTA2010,559,8,Westchester-Unionport,14.5,14.8,61.7,94.4,"27,483",5.6
2008-12,NTA2010,562,8,Woodlawn-Wakefield,3.4,62.8,15.6,83.6,"45,805",16.4
2008-12,NTA2010,563,8,West Concourse,2.3,23.9,70.0,97.8,"39,680",2.2
2008-12,NTA2010,575,8,Crotona Park East,0.6,24.7,71.7,98.8,"20,352",1.2
2008-12,NTA2010,4709,8,Brooklyn Heights-Cobble Hill,7.1,5.3,7.4,23.5,"23,498",76.5
2008-12,NTA2010,4717,8,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,15.9,6.9,7.8,31.7,"61,584",68.3
2008-12,NTA2010,4719,8,Brighton Beach,13.2,1.2,13.1,30.1,"31,584",69.9
2008-12,NTA2010,4721,8,Seagate-Coney Island,10.3,33.9,23.5,68.4,"30,018",31.6
2008-12,NTA2010,4723,8,West Brighton,0.7,1.1,1.1,3.3,"15,472",96.7
2008-12,NTA2010,4725,8,Homecrest,10.3,1.2,6.9,20.1,"41,899",79.9
2008-12,NTA2010,4726,8,Gravesend,23.7,7.7,15.4,47.4,"27,759",52.6
2008-12,NTA2010,4727,8,Bath Beach,31.4,2.0,12.1,46.4,"29,311",53.6
2008-12,NTA2010,4728,8,Bensonhurst West,37.1,0.6,14.4,53.1,"86,592",46.9
2008-12,NTA2010,4729,8,Bensonhurst East,38.6,0.8,12.1,52.8,"61,066",47.2
2008-12,NTA2010,4730,8,Dyker Heights,37.0,0.5,9.3,47.6,"45,216",52.4
2008-12,NTA2010,4731,8,Bay Ridge,13.8,1.3,16.1,33.3,"83,821",66.7
2008-12,NTA2010,4732,8,Sunset Park West,15.6,3.1,62.0,82.3,"54,932",17.7
2008-12,NTA2010,4733,8,Carroll Gardens-Columbia Street-Red Hook,6.0,11.5,21.6,41.3,"39,422",58.7
2008-12,NTA2010,4734,8,Sunset Park East,49.1,1.9,33.2,85.9,"71,460",14.1
2008-12,NTA2010,4735,8,Stuyvesant Heights,2.9,69.8,21.2,95.4,"64,331",4.6
2008-12,NTA2010,4737,8,Park Slope-Gowanus,6.4,6.3,17.4,33.7,"72,864",66.3
2008-12,NTA2010,4738,8,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,8.5,21.8,23.8,56.8,"35,373",43.2
2008-12,NTA2010,4740,8,Windsor Terrace,9.8,5.8,15.6,34.0,"22,571",66.0
2008-12,NTA2010,4741,8,Kensington-Ocean Parkway,24.4,7.7,13.9,48.8,"36,199",51.2
2008-12,NTA2010,4742,8,Flatbush,8.4,48.3,19.1,78.4,"105,094",21.6
